player_id,name,season,goals,assists,minutes,age,position,appearance_count,stats_through,valuation_date,actual_eur
420002,Jean-Philippe Mateta,2021,5.0,1.0,1149.0,24.96423608972121,Attack,22,2022-05-19,2022-06-15,10000000
157506,Jeffrey Schlupp,2021,4.0,2.0,1846.0,29.476306837238273,Midfield,32,2022-05-22,2022-06-15,8000000
503795,Jeremy Ngakia,2021,0.0,0.0,900.0,21.769098612565625,Defender,16,2022-05-15,2022-06-15,3500000
260827,Joachim Andersen,2021,0.0,3.0,2915.0,26.040233543467696,Defender,34,2022-05-22,2022-06-15,25000000
503980,Joe Gelhardt,2021,2.0,4.0,736.0,20.115402780344564,Attack,20,2022-05-22,2022-06-15,6000000
340329,Joe Willock,2021,2.0,0.0,2045.0,22.82045490324921,Midfield,29,2022-04-30,2022-06-15,22000000
82105,Joel Matip,2021,3.0,3.0,2790.0,30.85347406175349,Defender,31,2022-05-22,2022-06-15,18000000
92572,Joel Ward,2021,0.0,0.0,2486.0,32.627637802282045,Defender,28,2022-05-22,2022-06-15,2000000
333241,Joelinton,2021,4.0,1.0,2559.0,25.834890517943556,Midfield,35,2022-05-22,2022-06-15,20000000
193116,John McGinn,2021,3.0,4.0,3093.0,27.658336584597905,Midfield,35,2022-05-22,2022-06-15,32000000
186590,John Stones,2021,1.0,0.0,1118.0,28.04985728659726,Defender,14,2022-05-22,2022-06-15,28000000
71292,Jonjo Shelvey,2021,2.0,1.0,1986.0,30.297678939334826,Midfield,24,2022-04-30,2022-06-15,10000000
258883,Jonjoe Kenny,2021,0.0,1.0,1017.0,25.251716325455007,Defender,15,2022-05-22,2022-06-15,4000000
42412,Jonny Evans,2021,1.0,1.0,1350.0,34.448345961929405,Defender,18,2022-05-22,2022-06-15,4000000
175446,Jonny Otto,2021,2.0,0.0,1023.0,28.28531728919827,Defender,13,2022-05-22,2022-06-15,15000000
108354,Jordan Ayew,2021,3.0,3.0,2025.0,30.760385223515883,Attack,31,2022-05-19,2022-06-15,6000000
61651,Jordan Henderson,2021,2.0,5.0,2603.0,31.995181283667698,Midfield,35,2022-05-22,2022-06-15,15000000
130164,Jordan Pickford,2021,0.0,0.0,3150.0,28.274365661170318,Goalkeeper,35,2022-05-19,2022-06-15,20000000
102017,Jorginho,2021,6.0,2.0,2279.0,30.486594522817033,Midfield,29,2022-05-19,2022-06-15,40000000
293569,Josh Brownhill,2021,2.0,3.0,2953.0,26.48925029261381,Midfield,35,2022-05-22,2022-06-15,7000000
393325,Josh Sargent,2021,2.0,1.0,1579.0,22.316680013963325,Attack,26,2022-04-30,2022-06-15,7000000
91059,Joshua King,2021,5.0,3.0,2249.0,30.41540894063533,Attack,32,2022-05-22,2022-06-15,8000000
249994,José Sá,2021,0.0,1.0,3285.0,29.40785916206356,Goalkeeper,37,2022-05-22,2022-06-15,18000000
182712,João Cancelo,2021,1.0,7.0,3228.0,28.052595193604247,Defender,36,2022-05-22,2022-06-15,65000000
29364,João Moutinho,2021,2.0,1.0,2976.0,35.76801713929786,Midfield,35,2022-05-22,2022-06-15,2500000
626724,João Pedro,2021,3.0,1.0,1638.0,20.717742321882035,Attack,28,2022-05-22,2022-06-15,14000000
111195,Joël Veltman,2021,1.0,1.0,2881.0,30.41540894063533,Defender,34,2022-05-22,2022-06-15,10000000
374139,Junior Firpo,2021,0.0,2.0,1716.0,25.81298726188765,Defender,24,2022-05-22,2022-06-15,12000000
74943,Juraj Kucka,2021,1.0,1.0,1923.0,35.29983504110283,Midfield,26,2022-04-30,2022-06-15,1800000
89231,Jóhann Berg Gudmundsson,2021,0.0,1.0,1105.0,31.633777558745216,Attack,18,2022-01-23,2022-06-15,2000000
309400,Kai Havertz,2021,8.0,4.0,1811.0,23.012108393738405,Attack,29,2022-05-22,2022-06-15,70000000
351749,Kalvin Phillips,2021,0.0,1.0,1595.0,26.535794711732617,Midfield,20,2022-05-22,2022-06-15,50000000
99397,Karl Darlow,2021,0.0,0.0,720.0,31.685797791878,Goalkeeper,8,2021-11-20,2022-06-15,2500000
16911,Kasper Schmeichel,2021,0.0,0.0,3330.0,35.60921853289253,Goalkeeper,37,2022-05-22,2022-06-15,4000000
295330,Kelechi Iheanacho,2021,4.0,5.0,1260.0,25.697995167594133,Attack,26,2022-05-19,2022-06-15,20000000
252345,Ken Sema,2021,0.0,0.0,846.0,28.706954968274502,Defender,18,2022-05-22,2022-06-15,2500000
126600,Kenny McLean,2021,1.0,0.0,2707.0,30.43457428968425,Midfield,31,2022-04-23,2022-06-15,2500000
88755,Kevin De Bruyne,2021,15.0,8.0,2206.0,30.96572824904002,Midfield,30,2022-05-22,2022-06-15,85000000
258916,Kieran Dowell,2021,1.0,1.0,912.0,24.679493760994408,Midfield,19,2022-05-22,2022-06-15,2500000
300716,Kieran Tierney,2021,1.0,3.0,1919.0,25.027207950881948,Defender,22,2022-03-19,2022-06-15,32000000
